	GSM1519923	GSM1519926	GSM1519927	GSM1519928	GSM1519929	GSM1519930	GSM1519933	GSM1519934	GSM1519935
ABCD3	5.6217370365	5.5335435365	5.4494213355	4.4891181215	5.6370665075	4.7098533745	5.1680239755	4.7150160405	3.2100506515
ABCD4	8.64546101	10.00923618	9.433370986	9.583265839	8.9033185	9.426532827	9.835314917	9.240232459	9.662209993
ABCE1	5.2316556405	4.985651013	5.55633758	4.4263539575	4.674861585	6.173976444499999	4.6633091155	6.850957473	4.760824963999999
ABCF1	2.961363822	1.390090096	1.636790739	2.6228368890000002	3.324954897	3.437875687	1.56105165	1.77279948	1.7558793959999999
ABCF2	3.412108978	3.3359735424999997	3.662359617	4.9347558685	1.9886628785	3.114834515	3.138741172	4.6507131765	3.3446163479999997
ABCF3	1.61886862	3.0433459939999996	2.645593474	1.871230145	1.611799935	1.974265701	2.554330492	2.5082254059999998	2.600479898
ABCG1	9.664648059	4.021559556000001	9.326417948	10.08825967	10.37608879	8.31227654	11.13808725	10.56518354	10.30339062
ABCG2	5.760677676	4.290082611	2.264597598	5.123093413	3.6153591880000002	1.763412287	2.499351667	5.245268702	5.075173958
ABCG4	4.207595479	1.279580482	1.3478247719999998	1.278370948	3.7719763669999997	1.358565164	1.397833295	1.482728491	1.394787819
ABCG5	2.8714601660000003	2.412787326	5.231254652	4.39401059	1.4740687419999998	4.429402325	5.089322075	1.534826398	2.723817297
ABCG8	6.210209957000001	8.925074629	5.88944077	5.137075029	7.375464393	5.505610203	5.2224266319999995	8.108642978999999	7.277163849
ABHD1	6.263023157	4.653699146	7.185813712	4.1758118595000004	4.8145967625	5.861248117	5.6745121015	6.14822852	6.209883459
ABHD10	6.286980088333333	4.477658472666667	6.186978194000001	7.848780594	7.370776589333333	6.786429137333333	5.669324589333333	5.734354304333333	5.640721561333333
ABHD11	5.153616430666667	5.566994839666667	5.621886979	6.130388641	5.189116053666666	6.421810166	5.7340132803333335	5.640359342666667	5.747029764333334
ABHD12	2.888171663	2.483461942	2.292594456	3.6788366359999998	3.8495937655	3.413112882	2.9513452845	2.188356714	3.8537499965000004
ABHD12B	4.512797408	1.794251482	4.106963695	5.639333778999999	6.535578049	1.384265355	2.779550478	1.311419545	4.815352381
ABHD13	3.8666272963333337	4.152103378666667	4.678588337	4.923465347666667	5.129540363333334	4.966271988	3.9327364736666666	5.0796146056666664	3.7614582826666667
ABHD14A	1.523087971	5.709013724	4.32469871	1.4011783580000001	1.3849462240000001	2.714251018	1.4022877480000002	1.366071386	1.3570585030000002
ABHD14B	4.427152567	6.356999328500001	5.3475432575	3.6397375794999998	3.390319162	4.7811551715	5.0646492510000005	3.3449182425	3.2303497875000002
ABHD2	3.0757101742	4.9184102574	3.9003650514	3.7132039105999994	4.4201178698	4.5691652892	5.5774926084	5.3205239092	3.1389921986
ABHD3	1.577513845	2.483964762	2.282590791	1.651187855	1.344040752	3.5838816560000004	2.317265146	2.3187254680000002	2.239177105
ABHD4	1.458144804	2.075168215	6.04630897	5.708591162	7.073841601	7.055060463999999	1.7691776280000002	1.581759796	1.7182495180000001
ABHD5	4.007159675	3.2533459280000003	1.945582642	1.96757629	4.301238886	1.8446165319999999	7.1664894210000005	1.925350521	2.20256916
ABHD6	4.651210935	5.188623241	4.069015628	4.645335362	4.728781833	5.240911322	5.0267195739999995	4.828120932	3.515308617
ABHD7	6.491126134	3.199663705	6.486894489	1.855690152	4.791948649	5.466685634	7.552498815	7.92083359	5.97061699
ABHD8	3.330204886	5.664422022	4.958308701	4.164606749	3.267342448	3.63618933	5.264705941	2.3410681159999998	2.494570918
ABHD9	7.38347834	8.835639221000001	8.120018839	8.02813174	7.625546953	7.817295317999999	8.547686407999999	8.131095395	7.51152334
ABI1	6.1500660279999995	3.2972943765	7.3922707015	4.9348149095	6.574543344	7.7658684785	5.112899521	5.636184462999999	5.715669543
ABI2	5.8760509215	5.1157377945	6.876603944499999	6.3151955265	6.690909209	6.166372399	7.0896646645	7.204775218	6.279136295500001
ABI3	3.566368914	1.7467359390000001	5.739305275	4.524945019	3.728469579	6.521721896	6.145170458	5.481336012000001	5.40277265
ABI3BP	9.3490800465	8.522670278	7.952945911	8.718424117	7.482017016	7.8275163684999995	7.8497636255	7.1688260790000005	7.819171604999999
ABL1	5.024358975499999	5.031740863714286	4.715047767214286	4.817760670071428	4.654730608214286	5.059339328357143	5.249876434785714	5.42648662	4.528238437
ABL2	3.8308590883333338	3.084998888	3.5655680870000004	4.865389939	3.2906298583333338	4.733554292666667	2.853501397	2.8923506629999998	2.823895369
ABLIM1	7.045537845	1.620412485	9.014273564	4.6169677	6.533698177000001	4.024204319	7.957721702000001	5.970066067	9.390540484
ABLIM2	6.2959151570000005	2.865652061	4.621113737	1.6919964090000001	2.776239593	3.9060911910000002	5.536976074	1.715295519	1.822230835
ABLIM3	1.7504006360000002	4.6277962304999996	2.6541219935	2.9220880355	2.76792123	3.0778040245	2.839370714	4.0058763435	2.9435824770000005
ABO	9.387620573	8.279955165	8.76135904	8.466016006	7.682134501	8.570433479	10.38969681	10.50910335	10.81524001
ABP1	4.297923056	4.586058953	3.2620079189999998	2.418019447	3.890315614	2.332028434	3.759440755	2.675612424	2.7235830510000003
ABR	8.226248562	3.2460572689999996	7.2916124270000005	4.859533691	6.504506007000001	7.466138559	4.876341415	5.046945114	6.541655723
ABRA	1.233368719	1.57885377	2.3316424380000003	1.887458352	2.863059667	4.248675394	5.829752459	1.298675208	4.159221401
ABT1	3.64930761	2.295513337	1.445095669	1.465633641	2.400016007	4.9322817169999995	5.263101488	4.8679778989999996	4.925527006
ABTB1	9.5314082915	9.3841360145	8.5283533305	9.9226059885	9.5931406775	9.443528499	8.003800555	8.819116948	9.0630385645
ABTB2	9.457741625	7.209755384	10.05391604	9.281327701	9.823586537999999	9.162897232999999	9.819656331000001	10.71169722	9.721350816000001
ACAA1	3.63174756	3.4274360865	4.8918358985	3.8112332980000003	3.7876663965	4.4653040215	4.280802449499999	3.232041521	3.850065636
ACAA2	9.407152343	3.984891593	8.831571695	8.555593518	8.230260554	6.802177155	8.116112761	9.288784261	9.905500961
ACACA	3.7250696675	6.415733139	5.0405649435	3.760319989	3.7983138235	5.069940879	5.8977557350000005	4.79988862	4.712917297000001
ACACB	9.717133549	8.448969606	9.332269054	9.378670489	10.01263035	9.542287997999999	7.627409856	9.107751327999999	9.406603187
ACAD10	4.506954520666667	3.4610210143333333	3.589532292	3.4127983826666664	3.284180979333333	3.4711556616666663	4.480306715666667	3.746614706333333	3.819494575666667
ACAD11	4.1428032880000005	6.379742001	3.297587586	2.42247573	1.8483165000000001	2.5008829319999997	3.321393923	3.729881904	3.350711347
ACAD8	2.7702140695	1.5165768700000002	3.686684917	5.1706822	3.7716236005	1.482511079	3.3478682935	4.292597027499999	4.082844207
ACAD9	6.2976240765	6.5157475885	7.108009056	5.012325236500001	5.6956363979999995	5.6361189115	7.3621638874999995	6.2803545204999995	5.4231941105
ACADL	1.4429106790000001	2.148123254	1.730218328	6.881196045	5.430954515	1.4638619019999999	1.8750516640000001	3.306046532	1.655658377
ACADM	2.395619796	1.555937149	2.111947806	1.671606249	1.30727819	1.638931301	1.324483836	1.331894264	4.325241292
ACADS	7.567225862000001	9.150259892000001	8.101954457	6.940678599999999	6.9338622789999995	8.081970946	8.686179382999999	8.271670843999999	8.405694383
ACADSB	2.7037514750000002	4.896186070333333	4.315828821	2.604299870333333	2.560721808333333	2.7431527006666667	2.7982500290000005	3.7158011713333337	2.8149338983333334
ACADVL	1.3837199409999998	1.6699468659999999	1.839503209	1.5675274	1.641556297	1.873526499	1.596900574	3.609545813	1.77265616
ACAN	6.219764919	8.51059389	7.466870632000001	6.773857787000001	7.657337421	7.451981497	8.494331904	7.658398165	7.5621194460000005
ACAP1	4.455894934	3.0173649455000002	5.1209834465	2.1173415925	4.618710964	5.3486457355	2.6934000095	4.9922736725	4.900799859
ACAP2	1.513217369	2.744784969	2.29427086	2.399877901	1.5300685834999999	1.8078853365	2.1057293095	2.119744007	2.1519480655
ACAP3	9.091999379999999	8.353287650999999	8.319669681333332	7.8334211866666665	8.716508727666666	9.558797616333333	7.294582247666667	9.227960832666666	9.258646169
ACAT1	4.0449972095	4.9877728165	2.545741084	2.9760252620000003	4.8093816035	2.724717911	4.166903071	3.4654915295	3.0475283390000003
ACAT2	7.664905669	7.136750886	6.884730201	6.6698711225	6.491376576	8.439157134	7.7575593765	8.266862736	7.9576045539999996
ACBD3	8.2829596285	7.263376624499999	9.146570127499999	9.221425138499999	8.567372685	8.534021813999999	7.8711666035	8.186823025999999	8.6833666465
ACBD4	5.981108817	7.045094047499999	5.4355242705	6.7262249375	6.033668495	5.414867085500001	6.081287110000001	6.1791603255	6.1306943359999995
ACBD5	4.716231473000001	4.4579404335	5.9135530305	6.275734049	5.182232776499999	4.417414451	2.2812558979999995	1.6267787390000001	4.111158194
ACBD6	3.09523634	1.551801322	1.648598905	1.730328563	1.371095683	1.477896521	1.729159289	1.630196279	1.6549270669999998
ACBD7	1.444852424	2.562606885	1.643825131	3.738515707	3.329353176	1.4368394869999999	2.393591731	6.263221095	2.389395456
ACCN1	4.480173196	3.592071815	4.6771198389999995	4.99199134	4.392192257	6.298042496	5.038484207	4.18231582	4.909779698
ACCN2	10.86898817	9.284268202	10.16618396	10.51378463	11.20571224	10.98798228	10.64720963	10.10542003	11.07002628
ACCN3	1.806865414	6.396503681	1.5149329969999998	2.8249887510000002	1.331957855	3.491033213	1.4864904980000002	1.368852735	1.423415488
ACCN4	7.307067075	2.794756226	1.6356968219999999	8.152489637999999	8.354253659	6.336749767000001	1.6514830790000001	1.524791007	5.836554467000001
ACCN5	7.93027991	6.846851632000001	8.451267813	8.821462433999999	9.975725911	8.521896417999999	3.7630536610000003	4.588942525	7.251892627999999
ACCS	6.582958564	5.955706307000001	5.053162696	7.004430247999999	6.51353986	4.412681763999999	1.722631745	6.701062361	5.981583777000001
ACD	4.3483980319999995	6.2997298	5.996919198	5.497954493	6.020262515	7.224953547999999	1.3833255709999999	5.298975985	5.713479229
ACE	1.372133241	1.687652984	5.69125102	1.593923865	2.2753051230000003	1.8835357769999999	5.142195732	1.541522312	1.813590435
ACE2	3.336742352	6.213664926	1.6741326330000001	2.9544311160000003	4.825833503	3.732230486	5.835522419	2.9699805710000002	7.478807173
ACER1	4.04514923	4.516121654	3.493940999	2.289986985	1.836881583	2.253339029	3.756709987	2.982343385	3.037482774
ACER3	1.9928850506666667	2.766666873	2.1188319013333334	3.6566193236666664	2.430717972	1.8778168596666667	2.8510560149999997	1.9974143133333335	2.6476815356666665
ACHE	7.04647902	6.697613118	6.9355609970000005	7.5740479810000005	7.23551175	8.230951929	6.316447925	6.689192587999999	6.459322749
ACIN1	9.616629424	9.475727753	7.351528636	8.33018965	8.876673892000001	7.807592539	8.138715146000001	6.10465871	6.5833405560000005
ACLY	1.9536901119999999	5.709327257000001	3.573521977	2.613902443	3.145248028	5.421220817999999	3.941546422	2.8962819160000004	5.534413611000001
ACMSD	1.717511341	3.3673575369999997	5.94480011	2.189676721	6.268344026	2.194190635	2.991616032	5.052344398	5.421024526
ACN9	1.277513909	1.3216972679999999	1.313559201	3.943911659	1.241667992	1.3101692409999999	1.407128924	2.71748374	3.912664243
ACO1	3.795964088	5.171795642999999	4.289172634	3.9248104370000005	4.896329173	4.795151930499999	4.0405348084999995	3.8588272625	4.2424417075
ACO2	8.715896961	10.90621087	9.892912492999999	9.457741625	8.917404217	9.927172719	11.27768726	10.36534928	10.35311273
ACOT1	4.656757633	5.786938425	7.573035815	6.4850523	6.604811323	6.427791038	7.240695944	7.422404252000001	7.138569556
ACOT11	6.323660363666666	7.393134199666666	7.692719174	6.707521564666666	5.894085923666666	7.578916394	7.1185208730000005	5.910869038	6.392638692333333
ACOT12	8.31227654	8.18050277	8.902142617	9.169162658	8.442347136	8.897375474	7.954603392	7.705477084	8.586392688
ACOT2	5.6369722965	7.8564674345	6.94055208	7.0926743	6.336158645	6.721821413500001	7.551888421499999	7.0682698055	7.1298224685
ACOT4	6.734127653	6.555856395	8.133683331	8.200759051	7.4434437220000005	6.34299404	2.774271502	6.50880882	8.739333485
ACOT7	11.43959179	11.52048333	11.80957521	11.8133977	11.14431481	9.739585667	11.4629807	11.84469296	11.88773242
ACOT8	1.4717680690000001	8.618937187	2.0173857969999998	1.9700738530000002	3.70468972	4.791007444	3.3306085469999998	4.78100305	2.250673891
ACOT9	6.977244013	6.029033909	3.900309263	7.486011817	6.382176941	5.8098706655	3.358105781	4.1927736315	5.9366835915
ACOX1	6.252530191333334	6.4510737040000015	6.653595760666666	7.494117716333332	6.199715135666666	5.309939572	6.211892458333334	7.142780223	6.964255905666666
ACOX2	6.3245816029999995	8.799087561	7.299012469	7.385601127	5.914891495	6.8188155660000005	7.9617720279999995	8.006558509	6.758115636
ACOX3	8.406085426	9.8822003515	9.072644855499998	7.292017267	8.824830159500001	9.0594418385	8.3678390315	9.355053758499999	9.353350073
ACOXL	6.1087357	6.04233845	7.536302149	7.773378932000001	5.935013525	8.776776065	7.554413488	6.892814531	8.06902401
ACP1	5.5025800215	5.675428185	5.343175948500001	3.720337427	3.186940628	5.8325676044999994	5.5210138650000005	4.9724390995	3.7038360255000002
ACP2	4.1079030505	3.6778486700000004	3.1911735805	4.2094097225	4.789469713	3.448631872	3.0770299554999996	2.9709894675	4.8452820035
ACP5	1.432402757	2.080639309	2.158669413	1.6049347369999998	2.7921236589999996	1.839998807	1.780210469	1.666560829	1.849662725
ACP6	1.703239718	3.5671637080000003	2.9763918460000003	2.453453875	1.7150690069999999	2.195000372	2.93737658	2.831317761	2.9468106880000002
ACPL2	11.90886044	13.27389421	12.69865224	12.48591461	12.34905874	12.69865224	13.298715099999999	12.77089335	12.88108095
ACPP	4.6319019935000005	6.629707667	5.5486183605	5.6224389695	4.9687348785	5.253298608	5.6276469765	5.1888702265	5.532205254500001
ACPT	2.313167608	5.438518886000001	4.070187485	3.3762202969999997	2.438286737	3.2014146639999996	4.352919528	3.560252528	3.946053997
ACR	5.346150162	2.9592276625	4.1159120045	3.921761673	4.937633613	3.5210466775	2.4337782005	4.0959129745	4.470244371
ACRBP	10.73253886	8.990528638999999	10.24810874	10.18977318	10.19661895	8.412558277	8.152160827000001	10.036397099999999	10.46431382
ACRC	1.422078954	1.744879457	1.7612864369999999	3.1769116569999998	3.369731106	3.9417581989999997	1.707627096	1.598020956	2.972935656
ACRV1	8.085966958	8.185519051	5.86826341	7.415815769	7.732545158	7.864147764	6.461314263999999	8.791993273	4.698965201
ACSBG1	3.2852786835	5.0539559915	3.7755692795	5.0310838965	3.3417935695	4.496857573	3.6191849720000002	4.270003115	3.9694611019999995
ACSBG2	4.583143631	7.553024128	6.415433077	5.971800452999999	5.240108347	5.544321285	6.997997095	6.27062502	5.666605243999999
ACSF2	6.616047251	3.327368434	8.111508309	3.2014146639999996	6.112296675	6.226263121000001	6.887516048999999	5.219167002	7.889393932000001
ACSF3	4.6477029655	3.6239526180000006	4.718398156999999	4.834695269	3.9884470934999996	4.8190717759999995	1.6728640345	4.223744304499999	4.5450684465
ACSL1	6.980319525	7.571221842000001	6.105925376	6.120668305	6.849249956	5.929507797	5.206250818	8.614992195	7.008494897
ACSL3	5.9968232425	5.481422788	2.3863292045	5.851831832	6.4935037055	6.619090984	4.1348612315	5.200801758	5.372901842999999
ACSL4	3.911000052	5.394075818999999	4.468055389	4.493102554	4.826203272	5.174217045	4.7607071560000005	4.212319355	5.302057191
ACSL5	8.444615619	6.8872759320000005	9.768044731	6.8949355610000005	7.676025331	8.074048539	10.09328041	9.579377316	9.491567782999999
ACSL6	5.042584794	4.662398157	5.74074574	5.145264285666667	4.182699825666667	4.1258324623333325	5.791949629666668	5.031604093333333	5.371249143333333
ACSM1	3.600157763	2.080173223	4.486774573	6.411926783999999	4.1125816319999995	6.790959808999999	4.638751797	1.7286354869999998	3.712283232
ACSM2A	4.743911684	2.0637601755	6.851677931	6.7645784495	6.8605116165	7.26625548	5.6890184215	5.357185205	6.2844006435
ACSM2B	2.065281667	1.532581973	1.744343095	1.4509005	1.34093243	1.58630209	1.680594419	1.907861355	1.9113136590000002
ACSM3	1.3349066059999999	1.293182167	1.42092341	1.314326435	2.141243927	2.12461201	4.6111438080000005	1.535323565	1.477964726
ACSM5	3.414090224666667	5.132148378	4.941989029000001	3.672183730333334	4.62793086	3.6831226456666664	4.652037053333333	4.592374525	4.233287478333334
ACSS1	5.463148857	4.3551115053333325	4.241510104666666	5.753066924	5.632002470666667	6.225650894333334	5.441553395333333	5.904202285333334	5.853770897333334
ACSS2	5.5491779925	5.0121578525	5.283947842000001	5.790093144999999	5.565096314500001	5.8327853065	5.057204808500001	5.478957441	5.4492612085
ACSS3	2.7681906880000002	1.525195765	4.853491455	4.004242199	2.601199895	2.326719357	1.454565314	1.389981945	1.529348989
ACTA1	2.983395243	1.431998823	4.53197898	3.453599513	4.002030238	5.040382903	1.4446093309999999	3.854945039	4.455474392
ACTA2	6.596134877999999	3.554220332	6.279624049	7.72713444	6.367737003999999	8.53705546	5.607908168	5.6193993529999995	5.691063021000001
ACTB	5.244681706615386	4.470867534692307	4.378001735307692	5.362847391461538	5.707442727615385	4.765602354384615	4.907198292615385	4.569189262615384	4.9835459878461545
ACTBL2	5.3526871389999995	6.908083792	5.816963543	5.862619117	5.715609388	5.9051534320000005	6.665074251	6.033017476	6.029028055
ACTC1	6.091078727499999	4.272412242500001	6.137365861999999	4.082625547499999	6.1309358745	4.554020956	3.8886398129999997	5.888352351	5.1827052810000005
ACTG1	4.891547674000001	3.9439860403333333	3.5453239763333335	4.299191048	6.067732504666668	4.032094018666666	4.3096149839999995	3.9010848756666667	4.591576629333333
ACTG2	10.9937064	2.704105339	10.55406173	10.36622459	10.40929615	10.1821265	7.64507962	9.848474839	10.43801918
ACTL6A	6.398071938999999	8.55867243	7.753570298	6.89215183	7.053050493	7.528963051	8.431930316	7.09853891	8.002327536000001
ACTL6B	5.267574421	6.688559416	6.410914407999999	6.346843599	6.1034162620000005	7.2526636060000005	2.1590441240000002	5.916350225	6.538522888999999
ACTL7A	6.605728517999999	9.024493974	1.503308672	6.30970608	7.172292923	6.939492808	5.296518798	5.962704845	6.041493267000001
ACTL7B	3.6860752389999996	1.229662339	1.2785276079999999	1.255100372	2.4712308430000003	1.373754559	5.753178814	1.390138923	1.3394204570000001
ACTL8	4.616425058	4.560381032	3.23378215	2.414939021	3.595938022	5.103841538999999	4.934391108	2.641811127	4.222815646
ACTN1	4.757078689	6.0509786905	5.263167105000001	6.508402718	3.8985076960000002	5.735963627	4.761220022	3.9419462725	3.7100071615
ACTN2	4.6816300360000005	2.863470608	1.606966764	3.776568927	3.1052202010000003	3.885170933	2.779198793	4.56433991	1.875354776
ACTN3	5.692744185	2.755256108	6.115859257	6.718397744	4.089137557	1.815094953	4.724139007	4.573732186	2.04544271
ACTN4	4.343223173	5.4434777665	3.1929005314999994	3.8186883035	2.7010885685	3.1732281034999996	3.9136499380000003	3.5233132485	4.3704159865
ACTR10	6.258069936	1.9654739835	4.143802086	3.8879949144999997	3.5308810360000003	4.5828796305	1.6452580885	3.8339981995	3.9282480915
ACTR1A	5.094961965	4.161426661	3.9374127496666667	4.554682959333333	5.776042425	5.595748125	5.322024691999999	5.150463999333334	4.338740932333334
ACTR1B	9.210111947	10.30011324	9.845936705	9.847256635	9.304333331	10.32574844	9.435324852	8.888376486	9.994888955
ACTR2	4.3088272715	3.1907078220000002	4.8095811995	4.1260776305	4.429831622	4.266957361499999	3.4419175435	5.306929422	4.983813236
ACTR3	3.456962471666667	4.641180638	5.030238891666666	3.4116268453333336	2.6881571273333336	4.235317294	5.4798213743333335	4.284602761	3.8216436139999996
ACTR3B	6.485825687	4.6283164285	4.160577903	7.425253993	7.2984816185	3.745813365	6.1463608035	7.336631799999999	7.063045657
ACTR5	6.362724842	5.9317423289999995	4.682841377	6.772781029	5.351424426	1.699570649	1.68681279	5.1219254460000005	7.875502975
ACTR6	10.00017277	8.544453483	7.713996508999999	9.112366929	9.134208978	7.696671381	10.30744083	9.498139377000001	9.098361942
ACTR8	4.9133049455	4.603371736	4.0287943905	3.5383617944999997	5.17687952	3.6407824555	5.3621684225	3.3910865575	4.403135497
ACTRT1	4.705591938	4.480711863	4.075085762	5.18997541	4.474047424	5.305093611	1.231336373	4.442106655	5.336340518
ACTRT2	1.55581361	1.5741517130000002	1.310108647	2.835509722	1.302004856	3.5282345439999996	1.385947494	1.491395465	1.256768776
ACVR1	3.33943717	2.8014591369999997	1.9643030469999998	1.9841872809999999	3.55211113	4.275807381	4.025216454	3.0446257269999997	2.402473222
ACVR1B	7.916545673	6.3657194475	5.3693313815	8.094406427500001	7.9167511835	8.0775005895	3.9361574425	5.5590756615	6.1344944654999995
ACVR1C	1.444811594	1.809354163	2.902155009	1.4419669855000001	1.343642537	1.5030676475	1.7967617105000002	1.8215011890000001	1.864809991
ACVR2A	10.10316053	9.383342909	10.29451553	8.516388687000001	9.294337857999999	10.85272633	11.23453941	10.17573342	10.43696001
ACVR2B	4.109665925333334	4.980482105	5.419758615666667	5.576913544333333	4.331438528	4.923228652333333	5.354326832000001	3.436550623	3.0026938763333333
ACVRL1	5.187984061	4.53806817	4.607633885	2.770754996	4.2437651655	3.9373107705	4.6376191725	3.2110273860000005	5.137114824
ACY1	5.734701637000001	3.4244273919999997	2.1306919509999998	3.608881278	7.285441659	5.987644595	4.367734391	2.869455489	7.676895374
ACY3	5.650202802999999	8.102932312	6.399349725	6.60996071	3.9654866460000004	6.991835192000001	7.304127319	6.854926748	7.068469682999999
ACYP1	1.602992039	3.6460762069999997	2.226599644	2.2141303619999997	2.718465882	2.074166987	4.234771574	2.214648404	3.219762921
ACYP2	4.1247064665	3.83457251325	3.4789871805	4.941952451000001	3.8294649022500007	2.62912960725	2.891353941	3.3097492019999994	3.949046643
ADA	8.851400835	7.690842554	6.751686597000001	7.880250867000001	7.823393899	8.100152712	7.427069296	8.208818747999999	9.083010255
ADAD1	2.7033175860000003	4.009325726	3.144245666	3.829272571	1.821024411	4.185379745	3.297021678	3.0127593110000004	3.195922434
ADAD2	8.286138512	5.543194628999999	7.349760882999999	8.264901157	7.8963100520000005	7.501633557000001	2.908998927	9.104090867	7.433091415
ADAL	4.3757644959999995	5.439382505333334	3.970805372333334	4.509697843333334	5.599871196666666	4.617641780333333	4.0331966323333335	4.337768518666667	4.676200862333333
ADAM10	4.452085995	3.7524623889999997	3.04373326	2.5139285559999998	1.7750570380000001	2.756920175	3.0980457039999996	2.7061675039999997	3.2376049680000003
ADAM11	7.808257059500001	6.1138249025	6.073831302500001	6.041097269500001	6.325019590999999	6.4358513095	6.0450866665	7.317349269499999	8.1368027535
ADAM12	3.0762292144999996	4.4327820970000005	3.7682796840000004	3.293461656	2.803962377	3.5333566105	4.0173861854999995	3.4315447369999994	3.2473316485
ADAM15	1.330799105	1.431998823	1.435464749	2.0173857969999998	1.316255	2.890560705	1.4881123509999998	1.394554314	1.415649051
ADAM17	8.430274183	8.920176573	8.655243212	8.6561080705	8.39711182	8.603796078	8.4888378235	8.6144919035	8.4930337555
ADAM18	2.298174366	2.592684532	2.127034645	4.830722601000001	1.366130668	4.274850711	3.3445824219999998	4.043855506	5.0880725060000005
ADAM19	3.6471173985	1.3639524550000002	3.124394722	4.2476817515	5.1479455835	1.898821877	5.077228429	2.0962579235	2.738948399
ADAM2	6.034070816	10.81409299	6.994884487	7.15096813	6.593611638	6.234806262	6.93487464	6.9255320110000005	5.717113195
ADAM20	7.1466113060000005	9.520823621	8.279432929	7.495278954	6.568264574	8.08283974	9.577660575	8.757054294	7.187863817999999
ADAM21	7.553024128	8.226566756	7.133098777000001	7.506863151	6.613633049	3.225283895	6.201742066	5.4311451889999995	8.419188683
ADAM22	7.712429246666667	7.213206067666667	4.3038233120000005	6.033366486333333	6.822324199666667	7.402545394666667	7.058226613999999	7.055798126	7.574610292999999
ADAM23	3.241851325	3.911415949	3.199270416	2.176132366	1.749881629	2.226444536	7.362107425	2.921579028	2.9763918460000003
ADAM28	2.5630763539999997	4.8902176404999995	1.9084847395	2.867978081	2.8835832905	2.8361873109999998	3.440107209	1.7586982679999998	1.7249823865000002
ADAM29	2.9684620489999998	2.119350855	2.064891509	1.53518675	1.470318807	2.130515042	1.929922283	1.842677251	1.93730881
ADAM30	5.232359924	7.602296663	6.588080236000001	6.103807754	5.242673337	6.462174544	7.100266545	6.750498588999999	5.940559509
ADAM32	7.88588082	9.185944295	8.337162895	8.368173713	8.119696519	9.049019371	9.75085445	8.647671009	8.925074629
ADAM33	5.909339985500001	7.6663603815000005	6.509946620499999	5.742849060999999	6.2387411544999996	6.473871775	7.0760927055	6.7199425885	6.500257015
ADAM5P	7.872101586	1.9524485130000002	7.9454107579999995	8.574335066	8.3133449	7.0860562179999995	7.772157238999999	7.081764212	5.486639697999999
ADAM6	4.0034587555	2.766830841	3.6282004045000003	3.621288576	4.205812550999999	2.0547442025	2.388262459	5.5472600795	2.4494870745
ADAM7	6.510707908	8.721756258	7.781774082	6.865653904	7.042295072999999	7.780454682999999	8.723358333	7.943490595	7.968392562999999
ADAM8	1.319165502	1.335477567	1.474480698	1.4128924319999998	2.129704022	1.6411277709999998	1.306590273	1.30212786	1.4929591430000002
ADAM9	3.6399443199999997	3.2102176075	6.327768266	3.515623356	1.5787178334999998	1.95306106	2.937564359	2.190337925	4.0228500495
ADAMDEC1	3.1589119639999996	2.40358136	1.479589501	1.45168026	2.4003876969999998	3.41817494	2.7776345119999997	3.0998585139999997	1.4056123630000001
ADAMTS1	5.0485985775	3.580106073	5.3520475915	4.809837405	5.497780163	5.333537798	4.2207575685	5.612118539999999	4.571838047
ADAMTS10	5.043362836	8.141292919	7.07459947	1.375326925	5.456471134	1.311733688	6.40060156	6.767458072	6.376656729
ADAMTS12	3.869757583	4.282752905	5.293329153	5.4740808605	4.164941966	6.065905494000001	5.059093101	5.038451011499999	4.5700808555
ADAMTS13	4.783557231333334	3.9380047966666663	4.6283309699999995	2.5027527436666666	4.669765751666667	4.351380947333333	3.136037582666667	5.176246466666666	4.513787944
ADAMTS14	3.54094075	4.011112183	2.760880373	2.6991200185000004	4.774733685	4.613191454000001	3.512522516	1.7776877775000002	2.6522666275
ADAMTS15	4.262838951	4.550277459	7.711821919	6.696525491	5.348618468	6.169391946	7.789167465	7.921742073	5.3884134889999995
ADAMTS16	5.0620585445	4.373464129	4.0550113035	5.480106126	6.4731939615	6.2433193075	4.194091566	4.2611670685	3.8345469770000005
ADAMTS17	2.7644911110000003	4.972248551	4.020672309	3.937252167	2.423980102	3.462912735	1.53384714	1.5484520069999999	1.608659957
ADAMTS18	5.4948337205	3.1959534604999997	3.259447683	3.319360071	5.038880915999999	4.30618783	5.8719356325000005	3.151702948	3.4712003275
ADAMTS19	7.609086409	8.433653455	7.952841019	7.955918154	7.533070727999999	7.411615444	8.091963939	7.724440531	8.392548417999999
ADAMTS2	3.8548727033333337	4.803189952	4.020169234666667	3.289501761	3.40368419	3.4593820093333334	4.809194562666667	4.611254036999999	3.5986133403333334
ADAMTS20	5.6211928095	4.7771992005	5.1906092555	4.815692436	5.2853508575	5.1122681065	5.507677191	5.4825876529999995	5.6971434975
ADAMTS3	4.3114117695	1.2618378080000001	4.044632605	4.4412957855	3.5123809635	2.077576025	1.3319228045	3.4782000764999994	1.3761807705
ADAMTS4	5.711436170000001	3.559691867	2.8261628565	4.7550260655	5.5516276065	4.522043781	6.059778741	3.1179867875	3.7117156104999998
ADAMTS5	10.30011324	9.826304117000001	10.21408995	10.983779	10.84569846	10.97167235	10.43527009	10.09997888	9.810266624
